House Name,Price,Room Type,Area,Price per m2,Sun Direction,Floor Level,Furnishing,Review,Year Built,Lift,Property Quality,Residence Type,Building Structure,Building Type,Leasing Date
万泉新新家园 4室3厅3卫 带储藏间 客厅朝南,4400,4室3厅3卫,267.76,164326,南北,中层,简装修,7.0,2002,无,商品房,普通住宅,平层,板楼,2023-06-10
出售 世纪城晴波园 2室 南北 简装修,1920,2室2厅2卫,119.75,160334,南北,顶层,简装修,6.7,2004,有,商品房,普通住宅,平层,板楼,2023-07-01
北三环 蓟门桥 明光北里 南北通透明厨明卫两居室诚售,650,2室1厅1卫,60.9,106732,南北,中层,简装修,6.1,1979,无,个人产权,普通住宅,平层,板楼,2023-06-01
出售 郦城 3室 南北 精装修,2100,3室2厅2卫,152.69,137534,南北,高层,精装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-04
出售 百旺新城夏霖园 2室 南北向 毛坯,646,2室1厅1卫,77,83896,南北,顶层,毛坯,6.1,2021,无,商品房,普通住宅,平层,砖楼,2023-04-11
出售 阳春光华枫树园 2室 南 精装修,1608,2室2厅2卫,121.09,132794,南,底层,精装修,6.9,2000,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 西山壹号院 4室 南北向 精装修,6870,4室3厅4卫,687,100000,南北,底层,精装修,8.3,2012,无,商品房,普通住宅,平层,砖楼,2023-06-23
出售 上地东里 5室 东西 精装修,1450,5室2厅2卫,156.84,92451,东西,中层,精装修,5.5,2000,有,个人产权,普通住宅,平层,砖楼,2023-06-11
出售 燕尚园 3室 南北 简装修,1320,3室1厅2卫,131,100763,南北,中层,简装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-06-10
出售 曙光花园望山园 3室 东南 精装修,1495,3室2厅2卫,133,112406,东南,顶层,精装修,6.8,2000,无,商品房,普通住宅,平层,砖楼,2023-06-14
出售 世纪城时雨园 3室 西南 简装修,1750,3室2厅2卫,165,106061,西南,低层,简装修,6.5,2017,有,商品房,普通住宅,平层,板楼,2023-05-09
西三环 六里桥莲花小区东南向大三居出售 看房方便 高楼采光好,1260,3室1厅2卫,142.81,88229,东南,高层,精装修,7.1,2000,无,个人产权,普通住宅,平层,板楼,2023-04-20
出售 华润橡树湾 3室 南北向 精装修,2360,3室2厅2卫,146.12,161511,南北,中层,精装修,6.7,2022,有,商品房,普通住宅,平层,板楼,2023-07-02
新上双榆树北里板楼中间层一居室，前后不临街，看房提前联系,540,1室1厅1卫,36.6,147541,南,中层,精装修,5.6,1985,无,个人产权,普通住宅,平层,板楼,2023-04-14
出售 世纪城时雨园 2室 东南 豪华装修,1388,2室1厅1卫,105,132190,东南,低层,豪华装修,6.5,2004,无,商品房,普通住宅,平层,砖楼,2023-06-06
出售 金隅翡丽华庭 5室 西南 精装修,1620,5室2厅3卫,381.93,42416,西南,底层,精装修,8.0,2022,无,商品房,普通住宅,开间,板楼,2023-06-30
碧水云天，品质三居，南北通透，采光充足，户型便利,2980,3室2厅2卫,170.08,175212,南北,中层,精装修,6.7,2022,有,商品房,普通住宅,平层,板楼,2023-07-04
新上双榆树北里南北通透带客厅大一居室，诚意出售看房随时,600,2室1厅1卫,47.66,125892,南北,顶层,精装修,5.6,1988,无,个人产权,普通住宅,平层,板楼,2023-06-29
【必看好房】北辰香麓 4室 南北向 简装修,1288,4室2厅3卫,236.52,54456,南北,高层,简装修,8.2,2017,有,商品房,普通住宅,平层,板楼,2023-06-19
爱家老业主全权委托出售 精装修拎包入住 满五公房可款,850,3室1厅1卫,71.5,118881,西北,中层,精装修,5.7,1983,无,个人产权,普通住宅,平层,板楼,2023-06-30
出售 西山华府禧园 4室 西南 精装修,2900,4室2厅3卫,292.72,99071,西南,中层,精装修,8.3,2011,有,商品房,普通住宅,平层,板楼,2023-06-27
低总价，南向采光好，户型方正，价格能聊，满五年，家庭一套。,435,1室1厅1卫,47,92553,南,高层,简装修,6.6,2005,有,个人产权,普通住宅,平层,板楼,2023-05-03
降价啦！别墅小区+玲珑花园+360平+双车位+全新装修四季青,3238,暂无,303.86,106562,南北,顶层,豪华装修,7.1,2000,有,个人产权,普通住宅,平层,板楼,2023-06-16
出售 上林溪 4室 东南向 精装修,1285,3室2厅2卫,136,94485,东南,底层,精装修,7.0,2010,有,商品房,普通住宅,平层,板楼,2023-06-25
出售 锦顺佳园 5室 南北 简装修,2010,5室2厅3卫,239.79,83823,南北,顶层,简装修,6.5,2008,有,商品房,普通住宅,平层,板楼,2023-07-02
万寿路1号院 满五年 中间层 南北通透 看房方便,549,2室1厅1卫,60.46,90804,南北,高层,精装修,5.7,1987,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 百旺茉莉园 2室 南北向 精装修,1180,2室1厅1卫,114.7,102877,南北,高层,精装修,7.1,2005,有,商品房,普通住宅,平层,板楼,2023-05-30
出售 上林溪 2室 南北向 简装修,1110,2室2厅2卫,98,113265,南北,高层,简装修,7.0,2017,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 光大花园 2室 西北向 简装修,1600,2室1厅1卫,112.57,142134,西北,中层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 西山壹号院 3室 南北向 毛坯,3530,3室2厅4卫,278.95,126546,南北,高层,毛坯,8.3,2012,有,商品房,普通住宅,平层,砖楼,2023-04-28
出售 马连洼竹园 4室 南北 精装修,860,4室1厅1卫,102,84314,南北,高层,精装修,6.1,1999,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 颐源居 3室 南北 豪华装修,2366,3室2厅2卫,153,154641,南北,中层,豪华装修,6.9,2003,有,商品房,普通住宅,平层,砖楼,2023-07-01
京西四环2008楼盘、舒阔南北大3居室、双明卫,1199,3室2厅2卫,140.4,85399,南北,低层,简装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-06-11
出售 世纪城远大园六区 4室 西南 精装修,2300,4室2厅2卫,203,113300,西南,高层,精装修,6.7,2002,有,商品房,普通住宅,平层,塔楼,2023-06-16
出售 清枫华景园 2室 东西向 精装修,955,暂无,94.48,101080,东西,低层,精装修,7.0,2005,有,商品房,普通住宅,平层,板楼,2023-05-23
出售 世华龙樾三期 3室 南北 精装修,1920,3室1厅2卫,139.41,137723,南北,中层,精装修,8.1,2017,有,商品房,普通住宅,平层,板楼,2023-06-20
必看！新出电梯高层 做了80平米 明卫 满五 可观山,678,3室2厅1卫,97.39,69617,南北,顶层,简装修,6.6,2009,有,个人产权,普通住宅,平层,板楼,2023-06-01
出售 君安家园 3室 南 精装修,1090,3室1厅2卫,142.72,76373,南,中层,精装修,5.9,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 西山壹号院 4室 西南 简装修,5000,4室2厅5卫,396.29,126170,西南,中层,简装修,8.3,2012,有,商品房,普通住宅,平层,板楼,2023-05-12
出售 西山公馆 2室 西南 精装修,1130,2室2厅2卫,115,98261,西南,低层,精装修,8.1,2012,有,商品房,普通住宅,平层,板楼,2023-05-30
出售 保利西山林语 2室 南北向 精装修,610,2室2厅1卫,91,67033,南北,低层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-07-03
出售 西山美墅馆 3室 东南 精装修,4500,3室2厅4卫,293.13,153516,南,底层,精装修,6.8,2003,独栋,平层,2023-06-07,104906\n元/平米,↑4.9%,↓5.72%
出售 缘溪堂 3室 南北向 精装修,6897,3室2厅5卫,418,165000,南北,中层,精装修,6.9,2021,无,商品房,普通住宅,平层,板楼,2023-05-02
出售 世纪城远大园三区 4室 东南向 简装修,2200,4室2厅2卫,193,113990,东南,低层,简装修,6.7,2021,有,商品房,普通住宅,平层,砖楼,2023-05-21
（小区专家）本人联系 70 把里户安静 稳定可看可签,2280,4室2厅2卫,169.3,134672,南北,底层,豪华装修,8.3,2008,有,个人产权,普通住宅,平层,板楼,2023-06-18
出售 上地东里 2室 东 简装修,960,2室1厅1卫,97.3,98664,东,高层,简装修,5.5,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 西山华府珑园 2室 南北 精装修,1650,2室2厅2卫,120,137500,南北,顶层,精装修,8.3,1900,有,商品房,普通住宅,平层,板楼,2023-06-20
出售 世纪城时雨园 2室 西南向 简装修,1380,2室1厅1卫,105,131429,西南,中层,简装修,6.5,2017,有,商品房,普通住宅,平层,板楼,2023-07-02
出售 美丽园 3室 南北 简装修,1960,3室2厅2卫,138.43,141588,南北,高层,简装修,7.0,2001,有,商品房,普通住宅,平层,板楼,2023-05-24
世纪城 南北板楼两居室 双卫 双线通透 金源 地铁 配套全,1680,2室2厅2卫,127,132283,南北,中层,精装修,6.7,2004,有,商品房,普通住宅,平层,砖楼,2023-04-16
出售 专家国际花园 7室 西南 豪华装修,3580,7室4厅7卫,475.73,75253,西南,底层,豪华装修,6.8,2022,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 领秀新硅谷 5室 南北 精装修,2300,5室3厅5卫,298,77181,南北,底层,精装修,7.1,2008,无,商品房,普通住宅,平层,板楼,2023-07-01
出售 天秀花园古月园 3室 南北 精装修,1400,3室2厅2卫,137.33,101944,南北,中层,精装修,7.1,2008,有,商品房,普通住宅,平层,板楼,2023-06-30
海淀四环里，冲向小区内部观景宜居，中高层装修好，四面不临街,816,1室1厅1卫,70.26,116140,西,顶层,精装修,7.0,无,个人产权,普通住宅,平层,板楼,2023-06-20,111416\n元/平米
出售 世纪城晴波园 3室 南北向 精装修,2530,3室2厅2卫,155.35,162858,南北,中层,精装修,6.7,2021,无,商品房,普通住宅,平层,砖楼,2023-04-28
碧水云天东区 3室1厅2卫 格局方正 经典实用,1600,3室1厅2卫,102.86,155551,西北,低层,精装修,6.7,2003,无,商品房,普通住宅,平层,板楼,2023-06-09
走到6号线300米，小区中间位置，观景大两居，室内光线充足,1024,2室1厅1卫,113.8,89982,西北,中层,简装修,7.0,无,个人产权,普通住宅,平层,板楼,2023-06-28,91473\n元/平米
国悦府 4室2厅4卫 带飘窗 两房朝南,3600,4室2厅4卫,372.1,96748,南北,高层,精装修,8.3,2011,无,商品房,普通住宅,平层,板楼,2023-05-24
中关村东南小区 全南向两居 满五年不公房，看房方便,830,2室1厅1卫,55.2,150362,南,顶层,简装修,5.8,1983,无,个人产权,普通住宅,平层,板楼,2023-06-21
出售 汤泉逸墅 4室 南北 精装修,2700,4室2厅2卫,220,122727,南北,高层,精装修,6.7,2003,无,商品房,普通住宅,平层,板楼,2023-05-24
距人大小1KM！东南北四居！有车位，人车分流，一梯两户，安静,2850,4室2厅2卫,209,136364,南北,中层,精装修,6.5,2005,无,个人产权,普通住宅,平层,板楼,2023-06-14
琨御府 2室1厅1卫 全南户型 品质小区,600,2室1厅1卫,83.64,71736,南,高层,豪华装修,8.6,2016,无,商品房,普通住宅,平层,板楼,2023-05-10
出售 颐源居 6室 南北 精装修,4100,6室3厅3卫,341.48,120066,南北,底层,精装修,6.9,2003,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 中海雅园 3室 东南 精装修,1599,3室1厅2卫,150.28,106401,东南,中层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-05-03
出售 保利西山林语 2室 南 精装修,605,2室1厅1卫,89,67978,南,高层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 玲珑花园 4室 南北 精装修,2330,4室2厅2卫,190.71,122175,南北,低层,精装修,7.1,2000,无,商品房,普通住宅,平层,板楼,2023-07-04
出售 上河村 3室 南北 简装修,2520,3室2厅2卫,183,137705,南北,中层,简装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-06-28
出售 香山清琴 4室 南北 简装修,3999,4室2厅4卫,355,112648,南,底层,简装修,7.8,2017,独栋,平层,2023-06-16,152843\n元/平米,↑9.25%,↓2.51%
清河力度家园1室1厅西向一居室,570,1室1厅2卫,67.89,83959,西,低层,精装修,6.9,2005,无,个人产权,普通住宅,平层,板楼,2023-05-14
出售 人济山庄 3室 西北向 精装修,1430,3室2厅1卫,140.5,101779,西北,中层,精装修,6.9,2001,有,商品房,普通住宅,平层,塔楼,2023-05-22
海淀西北旺 马连洼 南北四居 有钥匙 价格低 软件园 上地,688,4室1厅1卫,87.18,78917,西南,低层,精装修,6.6,2010,有,商品房,普通住宅,平层,板楼,2023-04-23
出售 今日家园 3室 南向 豪华装修,1020,3室2厅1卫,106.94,95381,南,高层,豪华装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-06-08
上河村二区 新出三居 双卧朝南 带明卫 配套齐全 生活便捷,2850,3室2厅2卫,182,156593,南北,底层,精装修,7.1,2005,有,个人产权,普通住宅,平层,板楼,2023-06-23
出售 领秀新硅谷 2室 南北向 精装修,1280,2室1厅1卫,115.1,111208,南北,顶层,精装修,7.1,2021,有,商品房,普通住宅,平层,砖楼,2023-07-01
出售 世纪城晴雪园 3室 南北 简装修,1988,3室2厅2卫,125.76,158079,南北,高层,简装修,6.8,2022,无,商品房,普通住宅,平层,砖楼,2023-07-01
海淀产权 西三环 六里桥万丰路18号院正规1室1厅 满五年,575,1室1厅1卫,70.39,81688,西,低层,精装修,6.9,2004,无,个人产权,普通住宅,平层,板楼,2023-07-01
罗庄西里 中间楼层一居室 满五年,465,1室1厅1卫,44.18,105251,东,中层,精装修,6.5,1997,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 润千秋佳苑 3室 南北 简装修,1320,3室2厅1卫,126,104762,南北,低层,简装修,7.1,2006,有,商品房,普通住宅,平层,板楼,2023-06-13
出售 世纪城晴雪园 3室 南 简装修,2800,3室2厅2卫,164.68,170027,南,中层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 世纪城晴波园 3室 南北 精装修,2600,3室2厅2卫,165,157576,南北,高层,精装修,6.7,2022,无,商品房,普通住宅,平层,砖楼,2023-07-01
天秀花园 地铁4号线 大3居 满五年住房,1550,3室2厅2卫,157.93,98145,南北,中层,精装修,7.1,2005,无,个人产权,普通住宅,平层,板楼,2023-05-25
出售 五矿万科如园 4室 南北向 精装修,3300,4室2厅2卫,255,129412,南北,低层,精装修,8.2,2012,无,商品房,普通住宅,平层,砖楼,2023-06-04
出售 郦城 3室 南北向 精装修,1960,3室2厅2卫,169.46,115662,南北,高层,精装修,6.8,2004,无,商品房,普通住宅,平层,板楼,2023-07-01
世纪城远大园五区 2室2厅2卫 客厅带阳台 带储藏间,1590,2室2厅2卫,129.84,122458,西南,低层,精装修,6.7,2000,无,商品房,普通住宅,平层,板楼,2023-07-04
海淀清河永泰园新地标新上西南向两居室有钥匙看房随时,653,2室1厅1卫,93.38,69929,西南,高层,简装修,6.6,2003,无,个人产权,普通住宅,平层,板楼,2023-05-31
出售 乐府江南 1室 东 精装修,405,1室1厅1卫,35.27,114828,东,顶层,精装修,7.2,2005,有,商品房,普通住宅,平层,板楼,2023-07-02
江湖救急 急售双榆树大两居 楼龄新南北通透 单价9万出头,625,2室1厅1卫,67.5,92593,南北,高层,精装修,6.0,1995,无,个人产权,普通住宅,平层,板楼,2023-07-02
出售 人济山庄 3室 东北 精装修,1998,3室2厅2卫,153.73,129968,东北,顶层,精装修,6.9,2022,无,商品房,普通住宅,平层,板楼,2023-07-05
大钟寺太阳园3室2厅2卫 低楼层出入方便,1598,3室2厅2卫,140.32,113883,西南,底层,精装修,6.9,2001,无,个人产权,普通住宅,平层,板楼,2023-06-18
出售 美丽园 3室 南北 精装修,1980,3室2厅2卫,144.62,136911,南北,中层,精装修,7.0,2000,无,商品房,普通住宅,平层,板楼,2023-06-03
出售 百旺茉莉园 2室 南北 简装修,1088,2室2厅2卫,117,92991,南北,顶层,简装修,7.1,2005,有,商品房,普通住宅,平层,板楼,2023-07-03
出售 西山美墅馆 3室 南北 精装修,1680,3室2厅2卫,168.41,99757,南北,顶层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-30
出售 西钓鱼台嘉园 3室 东南 精装修,2200,3室2厅3卫,184.65,119144,东南,低层,精装修,6.9,2008,有,商品房,普通住宅,平层,板楼,2023-05-10
海淀区 五棵松 定慧寺 玉泉路 田村 碧森里 4室2厅2卫,1298,4室2厅2卫,148.69,87296,南北,中层,简装修,7.2,2004,无,商品房,普通住宅,平层,板楼,2023-07-04
昆玉河 鲁艺上河村复式南向5居 采光无遮挡 稀缺户型 很便利,4500,5室2厅3卫,326,138037,南,顶层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-04-28
出售 华润橡树湾 2室 西向 精装修,1150,暂无,87.46,131489,西,底层,精装修,6.7,2012,有,商品房,普通住宅,平层,板楼,2023-05-02
出售 北新家园 3室 南北向 精装修,576,3室1厅1卫,81.6,70588,南北,顶层,精装修,6.9,2022,无,商品房,普通住宅,平层,板楼,2023-06-30
出售 世纪城远大园五区 2室 东南向 简装修,1520,2室1厅1卫,130,116923,东南,中层,简装修,6.7,2017,有,商品房,普通住宅,平层,板楼,2023-07-04
知春路 罗庄 南北通透采光好，高楼层，视野开阔，交通便利,688,2室1厅1卫,67.7,101625,南北,高层,精装修,6.5,1995,无,个人产权,普通住宅,平层,板楼,2023-04-06
海淀2011楼盘、带电梯、平墅大五居,2250,4室2厅3卫,220.09,102231,南,顶层,精装修,8.4,2013,独栋,平层,,,2023-05-02,102296\n元/平米
出售 西山壹号院 4室 西南 简装修,5000,4室2厅5卫,396.29,126170,西南,中层,简装修,8.3,2012,有,商品房,普通住宅,平层,板楼,2023-06-13
出售 上林溪 4室 南北向 豪华装修,1600,4室2厅2卫,152.45,104952,南北,底层,豪华装修,7.0,2021,无,商品房,普通住宅,平层,砖楼,2023-05-01
颐源居、白万三居、随时看、可换房、地下车位,2366,3室2厅2卫,153,154641,南北,中层,豪华装修,6.9,2003,有,个人产权,普通住宅,平层,板楼,2023-06-26
出售 美林花园 2室 西向 简装修,1446,2室1厅1卫,117,123590,西,高层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-06-27
六里桥莲熙嘉园1室1厅,395,1室1厅1卫,45.76,86320,南,高层,精装修,5.1,2016,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 西山庭院 3室 南北 精装修,2100,3室2厅2卫,183,114754,南北,底层,精装修,8.0,2005,无,商品房,普通住宅,平层,砖楼,2023-05-30
出门就到地铁，门口就有，养生通透两居室，一梯两户，有阳台,618,2室1厅1卫,74.43,83031,东西,高层,简装修,6.9,2009,有,个人产权,普通住宅,平层,板楼,2023-06-17
苏州桥地铁16号线三义庙南北经典三居小区中心位置,660,3室1厅1卫,57.9,113990,南北,底层,精装修,5.7,1985,无,个人产权,普通住宅,平层,板楼,2023-07-01
海淀清河毛纺西小区低层板楼2室1厅，小区中间，户型从未被超越,595,2室1厅1卫,75.9,78393,南北,中层,精装修,5.8,1962,无,个人产权,普通住宅,平层,板楼,2023-05-31
出售 燕西台 4室 向 精装修,3000,4室2厅5卫,323.33,92784,南,底层,精装修,7.1,2022,独栋,平层,2023-07-02,101574\n元/平米,↑16.9%,↓0.29%
出售 国悦府 5室 南北 精装修,4000,5室2厅3卫,397.86,100538,南北,中层,精装修,8.3,2016,有,商品房,普通住宅,平层,板楼,2023-06-01
知春路蓟门里东区2室1厅 满五年,598,2室1厅1卫,57.1,104729,南北,低层,精装修,6.9,1986,有,个人产权,普通住宅,平层,板楼,2023-07-03
出售 富力桃园C区 4室 南北向 精装修,1440,4室2厅2卫,184.35,78112,南北,高层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
南北四居室 精装修自住 满两年 价格能谈 看房预约 海淀区,1198,4室2厅3卫,230.8,51906,南北,高层,简装修,8.2,2017,有,商品房,普通住宅,平层,板楼,2023-06-01
钢混结构，电梯、全南向、阳光足、视野开阔无遮挡、高原值,570,1室1厅1卫,60.7,93904,南,低层,精装修,6.5,1997,无,个人产权,普通住宅,平层,板楼,2023-04-06
出售 西山华府禧园 4室 南北 精装修,2850,4室2厅3卫,290.48,98113,南北,中层,精装修,8.3,2011,有,商品房,普通住宅,平层,板楼,2023-06-27
出售 颐慧佳园 1室 南北 精装修,1050,1室1厅1卫,95,110526,南北,底层,精装修,7.2,2007,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 力度家园 2室 东西向 精装修,860,2室1厅2卫,117.73,73049,东西,中层,精装修,6.9,2002,无,商品房,普通住宅,平层,板楼,2023-07-01
明光北里 中间层 低总价二居  诚心卖 看房随时,479,2室1厅1卫,43.9,109112,南,高层,简装修,6.1,1979,无,个人产权,普通住宅,平层,板楼,2023-06-01
出售 世华龙樾二期 3室 南北向 精装修,1400,3室1厅1卫,160,87500,南北,底层,精装修,8.0,2016,无,商品房,普通住宅,平层,砖楼,2023-06-14
出售 世纪城晴波园 5室 南北 简装修,3480,5室2厅2卫,239,145607,南北,底层,简装修,6.7,2017,有,商品房,普通住宅,平层,板楼,2023-05-10
蓟门桥西土城路31号院央产大院东西通透一居室,415,1室1厅1卫,37.9,109499,东南,顶层,精装修,6.3,1988,无,个人产权,普通住宅,平层,板楼,2023-06-01
出售 荷塘月舍 1室 南北向 精装修,599,1室1厅1卫,56.99,105106,南北,中层,精装修,6.8,2003,有,商品房,普通住宅,平层,板楼,2023-06-10
出售 郦城 1室 南北 精装修,950,1室1厅1卫,73.16,129852,南北,中层,精装修,6.8,2006,有,商品房,普通住宅,平层,板楼,2023-06-22
知春路蓟门里北区2室1厅中间楼层不临街公房可以款,535,2室1厅1卫,53.8,99442,南北,低层,精装修,5.7,1983,无,个人产权,普通住宅,平层,板楼,2023-05-25
双榆树东里电梯房 中间层视野采光好大两居 带有大阳台诚意出售,630,2室1厅1卫,63.5,99213,东西,高层,精装修,6.0,1998,无,个人产权,普通住宅,平层,板楼,2023-06-29
出售 领秀硅谷 3室 南北 精装修,1299,3室2厅2卫,153.04,84880,南北,高层,精装修,8.3,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
五棵松地铁南 太平路40号院 南北通透 中间层,625,2室1厅1卫,61.5,101626,南北,中层,简装修,6.1,1983,无,个人产权,普通住宅,平层,板楼,2023-06-01
出售 褐石园 4室 南北向 精装修,4300,4室2厅3卫,245.71,175003,南北,中层,精装修,6.8,2005,无,个人产权,普通住宅,平层,砖楼,2023-06-02
出售 世纪城远大园三区 3室 南北 精装修,2350,3室2厅2卫,162,145062,南北,低层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 西山壹号院 7室 南北 精装修,4999,7室3厅5卫,635.25,78693,南北,底层,精装修,8.3,2011,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 燕北园 3室 南北 简装修,870,3室1厅1卫,87,100000,南北,顶层,简装修,6.1,1998,无,商品房,普通住宅,平层,板楼,2023-06-21
出售 百旺新城春晖园 3室 南北 精装修,799,3室1厅1卫,91.46,87361,南北,顶层,精装修,6.8,2003,无,商品房,普通住宅,平层,板楼,2023-07-03
出售 华润橡树湾 2室 东西向 简装修,938,2室1厅1卫,80,117250,东西,低层,简装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 唐宁ONE 3室 东西向 精装修,2580,3室2厅2卫,185,139459,东西,中层,精装修,7.9,2009,有,商品房,普通住宅,平层,板楼,2023-05-19
出售 西山公馆 3室 南北 精装修,1500,3室1厅2卫,151,99338,南北,中层,精装修,8.1,2012,有,商品房,普通住宅,平层,板楼,2023-07-01
相信为您推荐的这套房子您一定会满意，赶快行动吧，先到先得!,2000,2室1厅1卫,177,112994,南北,中层,精装修,8.3,2011,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 怡美家园 3室 南北向 简装修,1130,3室2厅2卫,141,80142,南北,顶层,简装修,6.7,2003,有,商品房,普通住宅,平层,砖楼,2023-07-02
出售 金玉府 3室 南北 简装修,1430,3室1厅2卫,134.45,106359,南北,中层,简装修,8.3,2017,无,商品房,普通住宅,平层,板楼,2023-06-01
西北旺 电梯房 满五 住房 1室1厅 楼层好 视野无遮挡,398,1室1厅1卫,46.19,86166,西,低层,精装修,6.6,2011,有,个人产权,普通住宅,平层,砖楼,2023-04-21
出售 世纪城晴雪园 4室 南北向 简装修,3120,4室2厅2卫,205,152195,南北,低层,简装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-05-19
出售 东升园 2室 东西 简装修,859,2室1厅1卫,65.98,130191,东西,中层,简装修,6.0,2017,有,商品房,普通住宅,平层,板楼,2023-06-27
自2019年开盘手次出售，西南双卫阳光大两居，硬装60万成本,1160,2室2厅2卫,112.06,103516,西南,低层,豪华装修,8.3,2019,有,个人产权,普通住宅,平层,板楼,2023-06-30
出售 西山华府珑园 4室 南北 精装修,1928,4室2厅3卫,177.04,108902,南北,顶层,精装修,8.3,2008,有,商品房,普通住宅,平层,板楼,2023-06-23
出售 上林溪 4室 东南 精装修,1285,3室2厅2卫,136,94485,东南,底层,精装修,7.0,2010,有,商品房,普通住宅,平层,板楼,2023-05-03
世纪城远大园五区 212平4居 南北向简装修 自住保养好,2960,4室2厅2卫,212,139623,南北,高层,简装修,6.7,2002,有,商品房,普通住宅,平层,板楼,2023-06-09
出售 曙光花园望山园 3室 南北 精装修,1398,3室2厅2卫,137.86,101407,南北,高层,精装修,6.8,2004,有,商品房,普通住宅,平层,板楼,2023-06-02
出售 人济山庄 4室 西南 精装修,2199,4室2厅3卫,191.68,114722,西南,中层,精装修,6.9,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
田字格三居室 南北通透 全明格局诚心卖 底层,830,3室1厅1卫,80.9,102596,南北,底层,精装修,6.1,1979,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 圆明园花园别墅 3室 南北 精装修,1290,3室2厅2卫,144.7,89150,南北,顶层,精装修,7.0,2002,有,商品房,普通住宅,平层,板楼,2023-06-10
出售 上地佳园 3室 南北 精装修,1880,3室2厅2卫,137.25,136976,南北,低层,精装修,6.8,2008,无,商品房,普通住宅,平层,板楼,2023-05-14
万寿路西翠路12号院3室1厅满5年公房，,839,3室1厅1卫,71.62,117146,西北,顶层,精装修,6.0,1991,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 郦城 2室 南北 精装修,1420,2室1厅2卫,122.76,115673,南北,中层,精装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
金隅美和园，满五年商品房，全明格局，带电梯高层,745,3室2厅2卫,87.05,85583,东西,底层,精装修,6.7,无,个人产权,普通住宅,平层,板楼,2023-05-20,89587\n元/平米
出售 玲珑花园 4室 南北 精装修,2998,4室3厅3卫,303.43,98804,南北,顶层,精装修,7.1,2000,无,商品房,普通住宅,平层,板楼,2023-07-04
出售 荷塘月舍 3室 南北 简装修,1310,3室2厅2卫,141.77,92403,南北,中层,简装修,6.8,2002,有,商品房,普通住宅,平层,板楼,2023-07-01
玉阜嘉园+满五年2居+高楼层视野开阔+诚意出售,970,3室2厅2卫,124.54,77887,西北,高层,精装修,7.0,2006,有,商品房,2023-05-03,81289\n元/平米,↑2.35%,↓4.13%
世纪城金源燕莎 10号线 双线通透 临27公顷绿化带、采光好,1800,2室2厅1卫,132,136364,南,高层,精装修,6.8,2021,无,商品房,普通住宅,平层,砖楼,2023-07-05
世纪城 三居室 餐客分离 中高层 动静分离,1988,3室2厅2卫,125.76,158079,南北,高层,简装修,6.8,无,个人产权,普通住宅,平层,砖楼,2023-07-05,158756\n元/平米
出售 观澜国际 3室 东西向 简装修,1616,3室2厅2卫,153,105621,东西,顶层,简装修,7.0,2017,有,商品房,普通住宅,平层,板楼,2023-05-07
海淀 西四环 近地铁 海澜中苑2室1厅 精装修,580,3室1厅1卫,90.57,64039,南北,高层,精装修,6.7,1998,无,个人产权,普通住宅,平层,板楼,2023-07-01
出售 金隅翡丽铂爵郡 2室 东 简装修,735,2室1厅1卫,100.48,73149,东,中层,简装修,8.3,2017,有,商品房,普通住宅,平层,板楼,2023-04-25
